uniqueID,site,year,block,row,treat,seedl_nr,height,diam_mm,damage,percentDebark,mort_date,mort_binar,notes,waxHeight_cm,rootCol,waxQual,origNotes,mort2,uniqueIDYear,unIDyearSite,transDamage.x.t,transDamage.x
B5R1chemicalS1,clearcut,2018,5,1,chemical,1,34,6.4,30,20,0,0,alive,0,,0,alive,0,B5R1chemicalS1_2018,B5R1chemicalS1_2018_clearcut,-0.041003791,30
B5R1chemicalS1,clearcut,2019,5,1,chemical,1,35,9.4,0,0,0,0,alive,0,,0,alive,0,B5R1chemicalS1_2019,B5R1chemicalS1_2019_clearcut,-0.593674658,0
B5R1chemicalS1,clearcut,2020,5,1,chemical,1,48,11.8,0,0,0,0,alive,0,,0,alive,0,B5R1chemicalS1_2020,B5R1chemicalS1_2020_clearcut,-0.593674658,0
B5R1chemicalS10,clearcut,2018,5,1,chemical,10,41,6.5,180,80,0,0,alive,0,,0,terminal,0,B5R1chemicalS10_2018,B5R1chemicalS10_2018_clearcut,0.760086961,180
B5R1chemicalS10,clearcut,2019,5,1,chemical,10,0,0,100,100,2019,1,Hylobius,0,,0,Hylobius,1,B5R1chemicalS10_2019,B5R1chemicalS10_2019_clearcut,0.415359677,100
B5R1chemicalS2,clearcut,2018,5,1,chemical,2,34,7.9,0,0,0,0,alive,0,,0,alive,0,B5R1chemicalS2_2018,B5R1chemicalS2_2018_clearcut,-0.593674658,0
B5R1chemicalS2,clearcut,2019,5,1,chemical,2,35,8,0,0,0,0,alive,0,,0,alive,0,B5R1chemicalS2_2019,B5R1chemicalS2_2019_clearcut,-0.593674658,0
B5R1chemicalS2,clearcut,2020,5,1,chemical,2,40,11.4,0,0,0,0,alive,0,,0,alive,0,B5R1chemicalS2_2020,B5R1chemicalS2_2020_clearcut,-0.593674658,0
B5R1chemicalS3,clearcut,2018,5,1,chemical,3,0,0,50,20,2018,1,other,0,,0,other,1,B5R1chemicalS3_2018,B5R1chemicalS3_2018_clearcut,0.119820363,50
B5R1chemicalS4,clearcut,2018,5,1,chemical,4,26,5.7,30,20,0,0,alive,0,,0,alive,0,B5R1chemicalS4_2018,B5R1chemicalS4_2018_clearcut,-0.041003791,30
B5R1chemicalS4,clearcut,2019,5,1,chemical,4,27,5.6,0,0,0,0,alive,0,,0,alive,0,B5R1chemicalS4_2019,B5R1chemicalS4_2019_clearcut,-0.593674658,0
B5R1chemicalS4,clearcut,2020,5,1,chemical,4,33,8.4,0,0,0,0,alive,0,,0,alive,0,B5R1chemicalS4_2020,B5R1chemicalS4_2020_clearcut,-0.593674658,0
B5R1chemicalS5,clearcut,2018,5,1,chemical,5,29,5.5,0,0,0,0,alive,0,,0,alive,0,B5R1chemicalS5_2018,B5R1chemicalS5_2018_clearcut,-0.593674658,0
B5R1chemicalS5,clearcut,2019,5,1,chemical,5,33,5.6,0,0,0,0,alive,0,,0,alive,0,B5R1chemicalS5_2019,B5R1chemicalS5_2019_clearcut,-0.593674658,0
B5R1chemicalS5,clearcut,2020,5,1,chemical,5,54,12.7,0,0,0,0,alive,0,,0,alive,0,B5R1chemicalS5_2020,B5R1chemicalS5_2020_clearcut,-0.593674658,0
B5R1chemicalS6,clearcut,2018,5,1,chemical,6,31,4.6,0,0,0,0,alive,0,,0,alive,0,B5R1chemicalS6_2018,B5R1chemicalS6_2018_clearcut,-0.593674658,0
B5R1chemicalS6,clearcut,2019,5,1,chemical,6,34,5.6,0,0,0,0,alive,0,,0,alive,0,B5R1chemicalS6_2019,B5R1chemicalS6_2019_clearcut,-0.593674658,0
B5R1chemicalS6,clearcut,2020,5,1,chemical,6,36,7.1,0,0,0,0,alive,0,,0,alive,0,B5R1chemicalS6_2020,B5R1chemicalS6_2020_clearcut,-0.593674658,0
B5R1chemicalS7,clearcut,2018,5,1,chemical,7,42,8.4,0,0,0,0,alive,0,,0,alive,0,B5R1chemicalS7_2018,B5R1chemicalS7_2018_clearcut,-0.593674658,0
B5R1chemicalS7,clearcut,2019,5,1,chemical,7,42,8.3,0,0,0,0,alive,0,,0,alive,0,B5R1chemicalS7_2019,B5R1chemicalS7_2019_clearcut,-0.593674658,0
B5R1chemicalS7,clearcut,2020,5,1,chemical,7,50,13.8,0,0,0,0,alive,0,,0,alive,0,B5R1chemicalS7_2020,B5R1chemicalS7_2020_clearcut,-0.593674658,0
B5R1chemicalS8,clearcut,2018,5,1,chemical,8,0,0,0,0,2018,1,other,0,,0,other,1,B5R1chemicalS8_2018,B5R1chemicalS8_2018_clearcut,-0.593674658,0
B5R1chemicalS9,clearcut,2018,5,1,chemical,9,18,4.2,0,0,0,0,alive,0,,0,terminal,0,B5R1chemicalS9_2018,B5R1chemicalS9_2018_clearcut,-0.593674658,0
B5R1chemicalS9,clearcut,2019,5,1,chemical,9,26,5.8,100,30,0,0,alive,0,,0,alive,0,B5R1chemicalS9_2019,B5R1chemicalS9_2019_clearcut,0.415359677,100
B5R1chemicalS9,clearcut,2020,5,1,chemical,9,36,7.6,0,0,0,0,alive,0,,0,alive,0,B5R1chemicalS9_2020,B5R1chemicalS9_2020_clearcut,-0.593674658,0
B5R2collarS1,clearcut,2018,5,2,collar,1,0,0,0,0,2018,1,Hylastes,0,,0,Hylastes,1,B5R2collarS1_2018,B5R2collarS1_2018_clearcut,-0.593674658,0
B5R2collarS10,clearcut,2018,5,2,collar,10,0,0,80,50,2018,1,Hylobius,0,,0,Hylobius,1,B5R2collarS10_2018,B5R2collarS10_2018_clearcut,0.308833088,80
B5R2collarS2,clearcut,2018,5,2,collar,2,55,9.7,60,60,0,0,alive,0,,0,alive,0,B5R2collarS2_2018,B5R2collarS2_2018_clearcut,0.187919977,60
B5R2collarS2,clearcut,2019,5,2,collar,2,59,9.3,180,100,0,0,alive,0,,0,alive,0,B5R2collarS2_2019,B5R2collarS2_2019_clearcut,0.760086961,180
B5R2collarS2,clearcut,2020,5,2,collar,2,44,10.5,100,0,0,0,alive,0,Z,0,terminal,0,B5R2collarS2_2020,B5R2collarS2_2020_clearcut,0.415359677,100
B5R2collarS3,clearcut,2018,5,2,collar,3,0,0,0,0,2018,1,Hylastes,0,,0,Hylastes,1,B5R2collarS3_2018,B5R2collarS3_2018_clearcut,-0.593674658,0
B5R2collarS4,clearcut,2018,5,2,collar,4,0,0,0,0,2018,1,other,0,,0,other,1,B5R2collarS4_2018,B5R2collarS4_2018_clearcut,-0.593674658,0
B5R2collarS5,clearcut,2018,5,2,collar,5,32,7,0,0,0,0,alive,0,,0,alive,0,B5R2collarS5_2018,B5R2collarS5_2018_clearcut,-0.593674658,0
B5R2collarS5,clearcut,2019,5,2,collar,5,33,5.5,730,100,0,0,alive,0,,0,alive,0,B5R2collarS5_2019,B5R2collarS5_2019_clearcut,2.132585988,730
B5R2collarS5,clearcut,2020,5,2,collar,5,0,0,1500,0,2020,1,Hylobius,0,Z,0,Hylobius,1,B5R2collarS5_2020,B5R2collarS5_2020_clearcut,3.314298516,1500
B5R2collarS6,clearcut,2018,5,2,collar,6,0,0,40,40,2018,1,other,0,,0,other,1,B5R2collarS6_2018,B5R2collarS6_2018_clearcut,0.044494689,40
B5R2collarS7,clearcut,2018,5,2,collar,7,0,0,0,0,2018,1,Hylastes,0,,0,Hylastes,1,B5R2collarS7_2018,B5R2collarS7_2018_clearcut,-0.593674658,0
B5R2collarS8,clearcut,2018,5,2,collar,8,0,0,70,100,2018,1,Hylobius,0,,0,Hylobius,1,B5R2collarS8_2018,B5R2collarS8_2018_clearcut,0.250544036,70
B5R2collarS9,clearcut,2018,5,2,collar,9,0,0,20,20,2018,1,other,0,,0,other,1,B5R2collarS9_2018,B5R2collarS9_2018_clearcut,-0.142420785,20
B5R3controlS1,clearcut,2018,5,3,control,1,41,6.6,800,80,0,0,alive,0,,0,alive,0,B5R3controlS1_2018,B5R3controlS1_2018_clearcut,2.260305424,800
B5R3controlS1,clearcut,2019,5,3,control,1,0,0,0,0,2019,1,other,0,,0,other,1,B5R3controlS1_2019,B5R3controlS1_2019_clearcut,-0.593674658,0
B5R3controlS10,clearcut,2018,5,3,control,10,0,0,0,0,2018,1,Hylastes,0,,0,Hylastes,1,B5R3controlS10_2018,B5R3controlS10_2018_clearcut,-0.593674658,0
B5R3controlS11,clearcut,2018,5,3,control,11,0,0,250,100,2018,1,Hylobius,0,,0,Hylobius,1,B5R3controlS11_2018,B5R3controlS11_2018_clearcut,1.00174871,250
B5R3controlS2,clearcut,2018,5,3,control,2,0,0,1500,100,2018,1,Hylobius,0,,0,Hylobius,1,B5R3controlS2_2018,B5R3controlS2_2018_clearcut,3.314298516,1500
B5R3controlS3,clearcut,2018,5,3,control,3,0,0,20,10,2018,1,Hylastes,0,,0,Hylastes,1,B5R3controlS3_2018,B5R3controlS3_2018_clearcut,-0.142420785,20
B5R3controlS4,clearcut,2018,5,3,control,4,30,4.5,0,0,0,0,alive,0,,0,alive,0,B5R3controlS4_2018,B5R3controlS4_2018_clearcut,-0.593674658,0
B5R3controlS4,clearcut,2019,5,3,control,4,0,0,0,0,2019,1,other,0,,0,other,1,B5R3controlS4_2019,B5R3controlS4_2019_clearcut,-0.593674658,0
B5R3controlS5,clearcut,2018,5,3,control,5,0,0,150,50,2018,1,Hylobius,0,,0,Hylobius,1,B5R3controlS5_2018,B5R3controlS5_2018_clearcut,0.642134969,150
B5R3controlS6,clearcut,2018,5,3,control,6,0,0,0,0,2018,1,Hylastes,0,,0,Hylastes,1,B5R3controlS6_2018,B5R3controlS6_2018_clearcut,-0.593674658,0
B5R3controlS7,clearcut,2018,5,3,control,7,0,0,180,60,2018,1,Hylobius,0,,0,Hylobius,1,B5R3controlS7_2018,B5R3controlS7_2018_clearcut,0.760086961,180
B5R3controlS8,clearcut,2018,5,3,control,8,0,0,0,0,2018,1,Hylastes,0,,0,Hylastes,1,B5R3controlS8_2018,B5R3controlS8_2018_clearcut,-0.593674658,0
B5R4wax FS1,clearcut,2018,5,4,wax F,1,41,5.4,0,0,0,0,alive,0,,1,alive,0,B5R4wax FS1_2018,B5R4wax FS1_2018_clearcut,-0.593674658,0
B5R4wax FS1,clearcut,2019,5,4,wax F,1,34,8.9,20,10,0,0,alive,0,,1,alive,0,B5R4wax FS1_2019,B5R4wax FS1_2019_clearcut,-0.142420785,20
B5R4wax FS1,clearcut,2020,5,4,wax F,1,59,13.6,0,0,0,0,alive,0,,4,alive,0,B5R4wax FS1_2020,B5R4wax FS1_2020_clearcut,-0.593674658,0
B5R4wax FS11,clearcut,2018,5,4,wax F,11,0,0,0,0,2018,1,Hylastes,0,,1,Hylastes,1,B5R4wax FS11_2018,B5R4wax FS11_2018_clearcut,-0.593674658,0
B5R4wax FS2,clearcut,2018,5,4,wax F,2,41,7.7,0,0,0,0,alive,0,,1,alive,0,B5R4wax FS2_2018,B5R4wax FS2_2018_clearcut,-0.593674658,0
B5R4wax FS2,clearcut,2019,5,4,wax F,2,41,6.4,1000,100,0,0,alive,0,,4,alive,0,B5R4wax FS2_2019,B5R4wax FS2_2019_clearcut,2.597172077,1000
B5R4wax FS2,clearcut,2020,5,4,wax F,2,0,0,800,0,2020,1,Hylobius,0,,4,Hylobius,1,B5R4wax FS2_2020,B5R4wax FS2_2020_clearcut,2.260305424,800
B5R4wax FS3,clearcut,2018,5,4,wax F,3,44,9,0,0,0,0,alive,0,,0,alive,0,B5R4wax FS3_2018,B5R4wax FS3_2018_clearcut,-0.593674658,0
B5R4wax FS3,clearcut,2019,5,4,wax F,3,41,13,0,0,0,0,alive,0,,1,alive,0,B5R4wax FS3_2019,B5R4wax FS3_2019_clearcut,-0.593674658,0
B5R4wax FS3,clearcut,2020,5,4,wax F,3,50,14.6,0,0,0,0,alive,0,,2,alive,0,B5R4wax FS3_2020,B5R4wax FS3_2020_clearcut,-0.593674658,0
B5R4wax FS4,clearcut,2018,5,4,wax F,4,35,6.7,0,0,0,0,alive,0,,0,alive,0,B5R4wax FS4_2018,B5R4wax FS4_2018_clearcut,-0.593674658,0
B5R4wax FS4,clearcut,2019,5,4,wax F,4,36,6.9,20,10,0,0,alive,0,,2,alive,0,B5R4wax FS4_2019,B5R4wax FS4_2019_clearcut,-0.142420785,20
B5R4wax FS4,clearcut,2020,5,4,wax F,4,0,0,300,0,2020,1,Hylobius,0,,0,Hylobius,1,B5R4wax FS4_2020,B5R4wax FS4_2020_clearcut,1.154024077,300
B5R4wax FS5,clearcut,2018,5,4,wax F,5,35,4.3,30,20,0,0,alive,0,,2,alive,0,B5R4wax FS5_2018,B5R4wax FS5_2018_clearcut,-0.041003791,30
B5R4wax FS5,clearcut,2019,5,4,wax F,5,60,11.3,120,20,0,0,alive,0,,1,alive,0,B5R4wax FS5_2019,B5R4wax FS5_2019_clearcut,0.511667075,120
B5R4wax FS5,clearcut,2020,5,4,wax F,5,69,16.4,1000,0,0,0,alive,0,,3,alive,0,B5R4wax FS5_2020,B5R4wax FS5_2020_clearcut,2.597172077,1000
B5R4wax FS6,clearcut,2018,5,4,wax F,6,61,8.2,0,0,0,0,alive,0,,0,alive,0,B5R4wax FS6_2018,B5R4wax FS6_2018_clearcut,-0.593674658,0
B5R4wax FS6,clearcut,2019,5,4,wax F,6,43,8.6,0,100,0,0,alive,0,,1,alive,0,B5R4wax FS6_2019,B5R4wax FS6_2019_clearcut,-0.593674658,0
B5R4wax FS6,clearcut,2020,5,4,wax F,6,51,8.8,0,0,0,0,alive,0,,0,alive,0,B5R4wax FS6_2020,B5R4wax FS6_2020_clearcut,-0.593674658,0
B5R4wax FS7,clearcut,2018,5,4,wax F,7,40,6.1,0,0,0,0,alive,0,,0,alive,0,B5R4wax FS7_2018,B5R4wax FS7_2018_clearcut,-0.593674658,0
B5R4wax FS7,clearcut,2019,5,4,wax F,7,24,8.9,600,100,0,0,alive,0,,3,alive,0,B5R4wax FS7_2019,B5R4wax FS7_2019_clearcut,1.877944595,600
B5R4wax FS7,clearcut,2020,5,4,wax F,7,0,0,100,0,2020,1,Hylobius,0,,4,Hylobius,1,B5R4wax FS7_2020,B5R4wax FS7_2020_clearcut,0.415359677,100
B5R4wax FS8,clearcut,2018,5,4,wax F,8,16,5.7,0,0,0,0,alive,0,,0,alive,0,B5R4wax FS8_2018,B5R4wax FS8_2018_clearcut,-0.593674658,0
B5R4wax FS8,clearcut,2019,5,4,wax F,8,20,9.5,0,0,0,0,alive,0,,1,alive,0,B5R4wax FS8_2019,B5R4wax FS8_2019_clearcut,-0.593674658,0
B5R4wax FS8,clearcut,2020,5,4,wax F,8,27,9.3,0,0,0,0,alive,0,,3,alive,0,B5R4wax FS8_2020,B5R4wax FS8_2020_clearcut,-0.593674658,0
B5R4wax FS9,clearcut,2018,5,4,wax F,9,20,6.1,0,0,0,0,alive,0,,1,alive,0,B5R4wax FS9_2018,B5R4wax FS9_2018_clearcut,-0.593674658,0
B5R4wax FS9,clearcut,2019,5,4,wax F,9,27,8.9,150,70,0,0,alive,0,,3,alive,0,B5R4wax FS9_2019,B5R4wax FS9_2019_clearcut,0.642134969,150
B5R4wax FS9,clearcut,2020,5,4,wax F,9,0,0,70,0,2020,1,Hylobius,0,,0,Hylobius,1,B5R4wax FS9_2020,B5R4wax FS9_2020_clearcut,0.250544036,70
B5R5glueS1,clearcut,2018,5,5,glue,1,33,5.4,0,0,0,0,alive,0,,0,alive,0,B5R5glueS1_2018,B5R5glueS1_2018_clearcut,-0.593674658,0
B5R5glueS1,clearcut,2019,5,5,glue,1,36,7.8,20,10,0,0,alive,0,,0,alive,0,B5R5glueS1_2019,B5R5glueS1_2019_clearcut,-0.142420785,20
B5R5glueS1,clearcut,2020,5,5,glue,1,47,12.6,0,0,0,0,alive,0,,0,alive,0,B5R5glueS1_2020,B5R5glueS1_2020_clearcut,-0.593674658,0
B5R5glueS10,clearcut,2018,5,5,glue,10,0,0,0,0,2018,1,other,0,,0,other,1,B5R5glueS10_2018,B5R5glueS10_2018_clearcut,-0.593674658,0
B5R5glueS2,clearcut,2018,5,5,glue,2,0,0,0,0,2018,1,other,0,,0,other,1,B5R5glueS2_2018,B5R5glueS2_2018_clearcut,-0.593674658,0
B5R5glueS3,clearcut,2018,5,5,glue,3,26,5.5,0,0,0,0,alive,0,,0,alive,0,B5R5glueS3_2018,B5R5glueS3_2018_clearcut,-0.593674658,0
B5R5glueS3,clearcut,2019,5,5,glue,3,32,8.1,0,0,0,0,alive,0,,0,alive,0,B5R5glueS3_2019,B5R5glueS3_2019_clearcut,-0.593674658,0
B5R5glueS3,clearcut,2020,5,5,glue,3,40,10.6,0,0,0,0,alive,0,,0,alive,0,B5R5glueS3_2020,B5R5glueS3_2020_clearcut,-0.593674658,0
B5R5glueS4,clearcut,2018,5,5,glue,4,47,8.4,0,0,0,0,alive,0,,0,alive,0,B5R5glueS4_2018,B5R5glueS4_2018_clearcut,-0.593674658,0
B5R5glueS4,clearcut,2019,5,5,glue,4,52,9.5,0,0,0,0,alive,0,,0,alive,0,B5R5glueS4_2019,B5R5glueS4_2019_clearcut,-0.593674658,0
B5R5glueS4,clearcut,2020,5,5,glue,4,55,17.7,0,0,0,0,alive,0,,0,alive,0,B5R5glueS4_2020,B5R5glueS4_2020_clearcut,-0.593674658,0
B5R5glueS5,clearcut,2018,5,5,glue,5,21,4.7,0,0,0,0,alive,0,,0,alive,0,B5R5glueS5_2018,B5R5glueS5_2018_clearcut,-0.593674658,0
B5R5glueS5,clearcut,2019,5,5,glue,5,0,0,0,0,2019,1,other,0,,0,other,1,B5R5glueS5_2019,B5R5glueS5_2019_clearcut,-0.593674658,0
B5R5glueS6,clearcut,2018,5,5,glue,6,21,4.1,0,0,0,0,alive,0,,0,alive,0,B5R5glueS6_2018,B5R5glueS6_2018_clearcut,-0.593674658,0
B5R5glueS6,clearcut,2019,5,5,glue,6,22,5.3,0,0,0,0,alive,0,,0,alive,0,B5R5glueS6_2019,B5R5glueS6_2019_clearcut,-0.593674658,0
B5R5glueS6,clearcut,2020,5,5,glue,6,30,9.5,0,0,0,0,alive,0,,0,alive,0,B5R5glueS6_2020,B5R5glueS6_2020_clearcut,-0.593674658,0
B5R5glueS7,clearcut,2018,5,5,glue,7,45,8.6,0,0,0,0,alive,0,,0,alive,0,B5R5glueS7_2018,B5R5glueS7_2018_clearcut,-0.593674658,0
B5R5glueS7,clearcut,2019,5,5,glue,7,0,0,0,0,2019,1,other,0,,0,other,1,B5R5glueS7_2019,B5R5glueS7_2019_clearcut,-0.593674658,0
B5R5glueS8,clearcut,2018,5,5,glue,8,39,6,0,0,0,0,alive,0,,0,alive,0,B5R5glueS8_2018,B5R5glueS8_2018_clearcut,-0.593674658,0
B5R5glueS8,clearcut,2019,5,5,glue,8,55,15.3,90,30,0,0,alive,0,,0,alive,0,B5R5glueS8_2019,B5R5glueS8_2019_clearcut,0.363579363,90
B5R5glueS8,clearcut,2020,5,5,glue,8,62,22.6,0,0,0,0,alive,0,,0,alive,0,B5R5glueS8_2020,B5R5glueS8_2020_clearcut,-0.593674658,0
B5R5glueS9,clearcut,2018,5,5,glue,9,32,5.4,0,0,0,0,alive,0,,0,alive,0,B5R5glueS9_2018,B5R5glueS9_2018_clearcut,-0.593674658,0
B5R5glueS9,clearcut,2019,5,5,glue,9,0,0,0,0,2019,1,other,0,,0,other,1,B5R5glueS9_2019,B5R5glueS9_2019_clearcut,-0.593674658,0
B5R6wax CS1,clearcut,2018,5,6,wax C,1,30,6.3,0,0,0,0,alive,0,,0,alive,0,B5R6wax CS1_2018,B5R6wax CS1_2018_clearcut,-0.593674658,0
B5R6wax CS1,clearcut,2019,5,6,wax C,1,34,5.7,80,70,0,0,alive,0,,2,alive,0,B5R6wax CS1_2019,B5R6wax CS1_2019_clearcut,0.308833088,80
B5R6wax CS1,clearcut,2020,5,6,wax C,1,0,0,190,0,2020,1,Hylobius,0,,2,Hylobius,1,B5R6wax CS1_2020,B5R6wax CS1_2020_clearcut,0.797183189,190
B5R6wax CS10,clearcut,2018,5,6,wax C,10,0,0,0,0,2018,1,other,0,,0,other,1,B5R6wax CS10_2018,B5R6wax CS10_2018_clearcut,-0.593674658,0
B5R6wax CS2,clearcut,2018,5,6,wax C,2,0,0,0,0,2018,1,Hylastes,0,,0,Hylastes,1,B5R6wax CS2_2018,B5R6wax CS2_2018_clearcut,-0.593674658,0
B5R6wax CS3,clearcut,2018,5,6,wax C,3,0,0,0,0,2018,1,other,0,,0,other,1,B5R6wax CS3_2018,B5R6wax CS3_2018_clearcut,-0.593674658,0
B5R6wax CS4,clearcut,2018,5,6,wax C,4,56,10,0,0,0,0,alive,0,,0,alive,0,B5R6wax CS4_2018,B5R6wax CS4_2018_clearcut,-0.593674658,0
B5R6wax CS4,clearcut,2019,5,6,wax C,4,63,12.7,0,0,0,0,alive,0,,2,alive,0,B5R6wax CS4_2019,B5R6wax CS4_2019_clearcut,-0.593674658,0
B5R6wax CS4,clearcut,2020,5,6,wax C,4,87,17.1,0,0,0,0,alive,0,,2,alive,0,B5R6wax CS4_2020,B5R6wax CS4_2020_clearcut,-0.593674658,0
B5R6wax CS5,clearcut,2018,5,6,wax C,5,62,13.4,0,0,0,0,alive,0,,0,alive,0,B5R6wax CS5_2018,B5R6wax CS5_2018_clearcut,-0.593674658,0
B5R6wax CS5,clearcut,2019,5,6,wax C,5,64,15.8,230,50,0,0,alive,0,,2,alive,0,B5R6wax CS5_2019,B5R6wax CS5_2019_clearcut,0.936601678,230
B5R6wax CS5,clearcut,2020,5,6,wax C,5,79,18.1,650,0,0,0,alive,0,,3,alive,0,B5R6wax CS5_2020,B5R6wax CS5_2020_clearcut,1.978868223,650
B5R6wax CS6,clearcut,2018,5,6,wax C,6,61,12,300,30,0,0,alive,0,,0,bad condition,0,B5R6wax CS6_2018,B5R6wax CS6_2018_clearcut,1.154024077,300
B5R6wax CS6,clearcut,2019,5,6,wax C,6,60,10,7.5,0,0,0,alive,0,,3,bad condition,0,B5R6wax CS6_2019,B5R6wax CS6_2019_clearcut,-0.317339224,7.5
B5R6wax CS6,clearcut,2020,5,6,wax C,6,58,7.9,60,0,0,0,alive,0,,3,bad condition,0,B5R6wax CS6_2020,B5R6wax CS6_2020_clearcut,0.187919977,60
B5R6wax CS7,clearcut,2018,5,6,wax C,7,0,0,0,0,2018,1,Hylastes,0,,0,Hylastes,1,B5R6wax CS7_2018,B5R6wax CS7_2018_clearcut,-0.593674658,0
B5R6wax CS8,clearcut,2018,5,6,wax C,8,0,0,0,0,2018,1,other,0,,1,other,1,B5R6wax CS8_2018,B5R6wax CS8_2018_clearcut,-0.593674658,0
B5R6wax CS9,clearcut,2018,5,6,wax C,9,0,0,0,0,2018,1,other,0,,0,human,1,B5R6wax CS9_2018,B5R6wax CS9_2018_clearcut,-0.593674658,0
B6R1glueS1,clearcut,2018,6,1,glue,1,36,5,0,0,0,0,alive,0,,0,alive,0,B6R1glueS1_2018,B6R1glueS1_2018_clearcut,-0.593674658,0
B6R1glueS1,clearcut,2019,6,1,glue,1,39,6,0,0,0,0,alive,0,,0,alive,0,B6R1glueS1_2019,B6R1glueS1_2019_clearcut,-0.593674658,0
B6R1glueS1,clearcut,2020,6,1,glue,1,39,5.7,0,0,0,0,alive,0,,0,alive,0,B6R1glueS1_2020,B6R1glueS1_2020_clearcut,-0.593674658,0
B6R1glueS10,clearcut,2018,6,1,glue,10,30,4.8,0,0,0,0,alive,0,,0,alive,0,B6R1glueS10_2018,B6R1glueS10_2018_clearcut,-0.593674658,0
B6R1glueS10,clearcut,2019,6,1,glue,10,28,5.6,0,0,0,0,alive,0,,0,alive,0,B6R1glueS10_2019,B6R1glueS10_2019_clearcut,-0.593674658,0
B6R1glueS10,clearcut,2020,6,1,glue,10,32,5.6,0,0,0,0,alive,0,,0,alive,0,B6R1glueS10_2020,B6R1glueS10_2020_clearcut,-0.593674658,0
B6R1glueS2,clearcut,2018,6,1,glue,2,0,0,0,0,2018,1,other,0,,0,other,1,B6R1glueS2_2018,B6R1glueS2_2018_clearcut,-0.593674658,0
B6R1glueS3,clearcut,2018,6,1,glue,3,25,5,0,0,0,0,alive,0,,0,alive,0,B6R1glueS3_2018,B6R1glueS3_2018_clearcut,-0.593674658,0
B6R1glueS3,clearcut,2019,6,1,glue,3,0,0,0,0,2019,1,other,0,,0,other,1,B6R1glueS3_2019,B6R1glueS3_2019_clearcut,-0.593674658,0
B6R1glueS4,clearcut,2018,6,1,glue,4,33,4.3,0,0,0,0,alive,0,,0,alive,0,B6R1glueS4_2018,B6R1glueS4_2018_clearcut,-0.593674658,0
B6R1glueS4,clearcut,2019,6,1,glue,4,33,6.7,0,0,0,0,alive,0,,0,alive,0,B6R1glueS4_2019,B6R1glueS4_2019_clearcut,-0.593674658,0
B6R1glueS4,clearcut,2020,6,1,glue,4,64,16.9,0,0,0,0,alive,0,,0,alive,0,B6R1glueS4_2020,B6R1glueS4_2020_clearcut,-0.593674658,0
B6R1glueS5,clearcut,2018,6,1,glue,5,51,7.3,0,0,0,0,alive,0,,0,terminal,0,B6R1glueS5_2018,B6R1glueS5_2018_clearcut,-0.593674658,0
B6R1glueS5,clearcut,2019,6,1,glue,5,43,11.5,0,0,0,0,alive,0,,0,alive,0,B6R1glueS5_2019,B6R1glueS5_2019_clearcut,-0.593674658,0
B6R1glueS5,clearcut,2020,6,1,glue,5,70,19.3,60,0,0,0,alive,0,,0,alive,0,B6R1glueS5_2020,B6R1glueS5_2020_clearcut,0.187919977,60
B6R1glueS6,clearcut,2018,6,1,glue,6,47,7.9,0,0,0,0,alive,0,,0,alive,0,B6R1glueS6_2018,B6R1glueS6_2018_clearcut,-0.593674658,0
B6R1glueS6,clearcut,2019,6,1,glue,6,29,7.4,30,10,0,0,alive,0,,0,alive,0,B6R1glueS6_2019,B6R1glueS6_2019_clearcut,-0.041003791,30
B6R1glueS6,clearcut,2020,6,1,glue,6,46,9.4,0,0,0,0,alive,0,,0,alive,0,B6R1glueS6_2020,B6R1glueS6_2020_clearcut,-0.593674658,0
B6R1glueS7,clearcut,2018,6,1,glue,7,35,5.8,0,0,0,0,alive,0,,0,alive,0,B6R1glueS7_2018,B6R1glueS7_2018_clearcut,-0.593674658,0
B6R1glueS7,clearcut,2019,6,1,glue,7,53,13.6,0,0,0,0,alive,0,,0,alive,0,B6R1glueS7_2019,B6R1glueS7_2019_clearcut,-0.593674658,0
B6R1glueS7,clearcut,2020,6,1,glue,7,75,16.4,70,0,0,0,alive,0,,0,alive,0,B6R1glueS7_2020,B6R1glueS7_2020_clearcut,0.250544036,70
B6R1glueS8,clearcut,2018,6,1,glue,8,54,7.3,0,0,0,0,alive,0,,0,alive,0,B6R1glueS8_2018,B6R1glueS8_2018_clearcut,-0.593674658,0
B6R1glueS8,clearcut,2019,6,1,glue,8,37,5.3,0,0,0,0,alive,0,,0,alive,0,B6R1glueS8_2019,B6R1glueS8_2019_clearcut,-0.593674658,0
B6R1glueS8,clearcut,2020,6,1,glue,8,43,6.4,0,0,0,0,alive,0,,0,alive,0,B6R1glueS8_2020,B6R1glueS8_2020_clearcut,-0.593674658,0
B6R1glueS9,clearcut,2018,6,1,glue,9,38,4.5,0,0,0,0,alive,0,,0,alive,0,B6R1glueS9_2018,B6R1glueS9_2018_clearcut,-0.593674658,0
B6R1glueS9,clearcut,2019,6,1,glue,9,0,0,0,0,2019,1,other,0,,0,other,1,B6R1glueS9_2019,B6R1glueS9_2019_clearcut,-0.593674658,0
B6R2chemicalS1,clearcut,2018,6,2,chemical,1,40,7.2,0,0,0,0,alive,0,,0,alive,0,B6R2chemicalS1_2018,B6R2chemicalS1_2018_clearcut,-0.593674658,0
B6R2chemicalS1,clearcut,2019,6,2,chemical,1,42.5,8.2,0,0,0,0,alive,0,,0,alive,0,B6R2chemicalS1_2019,B6R2chemicalS1_2019_clearcut,-0.593674658,0
