unIDyearSite,uniqueIDYear,uniqueID,site,year,block,row,treat,seedl_nr,height,diam_mm,dateYear,mort_date,notes,mortality,mort_binar,waxQual,damage,percentDebark,waxHeight_cm,rootCol,origNotes,mort2,rank
B8R4_wax FS_3_2018_nursery,B8R4_wax FS_3_2018,B8R4_wax FS_3,nursery,2018,8,4,wax F,3,44,10,2018,0,alive,alive,0,0,0,NA,NA,NA,alive,0,1
B8R4_wax FS_3_2019_nursery,B8R4_wax FS_3_2019,B8R4_wax FS_3,nursery,2019,8,4,wax F,3,44,13.2,2019,0,alive,alive,0,2,0,NA,NA,NA,alive,0,3
B8R4_wax FS_3_2020_nursery,B8R4_wax FS_3_2020,B8R4_wax FS_3,nursery,2020,8,4,wax F,3,76,17,2020,0,alive,alive,0,3,0,NA,NA,NA,alive,0,4
B8R4_wax FS_4_2018_nursery,B8R4_wax FS_4_2018,B8R4_wax FS_4,nursery,2018,8,4,wax F,4,42,7.2,2018,0,alive,alive,0,0,0,NA,NA,NA,alive,0,1
B8R4_wax FS_4_2019_nursery,B8R4_wax FS_4_2019,B8R4_wax FS_4,nursery,2019,8,4,wax F,4,47,13.2,2019,0,alive,alive,0,2,0,NA,NA,NA,alive,0,3
B8R4_wax FS_4_2020_nursery,B8R4_wax FS_4_2020,B8R4_wax FS_4,nursery,2020,8,4,wax F,4,91,19.9,2020,0,alive,alive,0,3,0,NA,NA,NA,alive,0,4
B8R4_wax FS_5_2018_nursery,B8R4_wax FS_5_2018,B8R4_wax FS_5,nursery,2018,8,4,wax F,5,52,7.8,2018,0,alive,alive,0,0,0,NA,NA,NA,alive,0,1
B8R4_wax FS_5_2019_nursery,B8R4_wax FS_5_2019,B8R4_wax FS_5,nursery,2019,8,4,wax F,5,39,10.3,2019,0,alive,alive,0,2,0,NA,NA,NA,alive,0,3
B8R4_wax FS_5_2020_nursery,B8R4_wax FS_5_2020,B8R4_wax FS_5,nursery,2020,8,4,wax F,5,77,14.2,2020,0,alive,alive,0,3,0,NA,NA,NA,alive,0,4
B8R4_wax FS_6_2018_nursery,B8R4_wax FS_6_2018,B8R4_wax FS_6,nursery,2018,8,4,wax F,6,NA,NA,2018,2018,other,dead,1,1,0,NA,NA,NA,dead,2018,2
B8R4_wax FS_7_2018_nursery,B8R4_wax FS_7_2018,B8R4_wax FS_7,nursery,2018,8,4,wax F,7,NA,NA,2018,2018,human,dead,1,NA,0,NA,NA,NA,dead,2018,NA
B8R4_wax FS_8_2018_nursery,B8R4_wax FS_8_2018,B8R4_wax FS_8,nursery,2018,8,4,wax F,8,51,7,2018,0,alive,alive,0,1,0,NA,NA,NA,alive,0,2
B8R4_wax FS_8_2019_nursery,B8R4_wax FS_8_2019,B8R4_wax FS_8,nursery,2019,8,4,wax F,8,53,10.2,2019,0,alive,alive,0,3,0,NA,NA,NA,alive,0,4
B8R4_wax FS_8_2020_nursery,B8R4_wax FS_8_2020,B8R4_wax FS_8,nursery,2020,8,4,wax F,8,77,19.2,2020,0,alive,alive,0,4,0,NA,NA,NA,alive,0,5
B8R4_wax FS_9_2018_nursery,B8R4_wax FS_9_2018,B8R4_wax FS_9,nursery,2018,8,4,wax F,9,43,7.3,2018,0,alive,alive,0,2,0,NA,NA,NA,alive,0,3
B8R4_wax FS_9_2019_nursery,B8R4_wax FS_9_2019,B8R4_wax FS_9,nursery,2019,8,4,wax F,9,18,8.4,2019,0,alive,alive,0,3,0,NA,NA,NA,alive,0,4
B8R4_wax FS_9_2020_nursery,B8R4_wax FS_9_2020,B8R4_wax FS_9,nursery,2020,8,4,wax F,9,25,9,2020,0,alive,alive,0,3,0,NA,NA,NA,alive,0,4
B8R5_collarS_1_2018_nursery,B8R5_collarS_1_2018,B8R5_collarS_1,nursery,2018,8,5,collar,1,52.5,12,2018,0,alive,alive,0,NA,0,NA,NA,NA,alive,0,NA
B8R5_collarS_1_2019_nursery,B8R5_collarS_1_2019,B8R5_collarS_1,nursery,2019,8,5,collar,1,63,17.8,2019,0,alive,alive,0,NA,0,NA,NA,NA,alive,0,NA
B8R5_collarS_1_2020_nursery,B8R5_collarS_1_2020,B8R5_collarS_1,nursery,2020,8,5,collar,1,110,28,2020,0,alive,alive,0,NA,0,NA,NA,NA,alive,0,NA
B8R5_collarS_10_2018_nursery,B8R5_collarS_10_2018,B8R5_collarS_10,nursery,2018,8,5,collar,10,45,9.9,2018,0,alive,alive,0,NA,0,NA,NA,NA,alive,0,NA
B8R5_collarS_10_2019_nursery,B8R5_collarS_10_2019,B8R5_collarS_10,nursery,2019,8,5,collar,10,56,15.2,2019,0,alive,alive,0,NA,0,NA,NA,NA,alive,0,NA
B8R5_collarS_10_2020_nursery,B8R5_collarS_10_2020,B8R5_collarS_10,nursery,2020,8,5,collar,10,85,18.8,2020,0,alive,alive,0,NA,0,NA,NA,NA,alive,0,NA
B8R5_collarS_2_2018_nursery,B8R5_collarS_2_2018,B8R5_collarS_2,nursery,2018,8,5,collar,2,53,10.2,2018,0,alive,alive,0,NA,0,NA,NA,NA,alive,0,NA
B8R5_collarS_2_2019_nursery,B8R5_collarS_2_2019,B8R5_collarS_2,nursery,2019,8,5,collar,2,57,17.5,2019,0,alive,alive,0,NA,0,NA,NA,NA,alive,0,NA
B8R5_collarS_2_2020_nursery,B8R5_collarS_2_2020,B8R5_collarS_2,nursery,2020,8,5,collar,2,95,26.7,2020,0,alive,alive,0,NA,0,NA,NA,NA,alive,0,NA
B8R5_collarS_3_2018_nursery,B8R5_collarS_3_2018,B8R5_collarS_3,nursery,2018,8,5,collar,3,48.5,10.9,2018,0,alive,alive,0,NA,0,NA,NA,NA,alive,0,NA
B8R5_collarS_3_2019_nursery,B8R5_collarS_3_2019,B8R5_collarS_3,nursery,2019,8,5,collar,3,50,17.3,2019,0,alive,alive,0,NA,0,NA,NA,NA,alive,0,NA
B8R5_collarS_3_2020_nursery,B8R5_collarS_3_2020,B8R5_collarS_3,nursery,2020,8,5,collar,3,105,27.2,2020,0,alive,alive,0,NA,0,NA,NA,NA,alive,0,NA
B8R5_collarS_4_2018_nursery,B8R5_collarS_4_2018,B8R5_collarS_4,nursery,2018,8,5,collar,4,53,9.9,2018,0,alive,alive,0,NA,0,NA,NA,NA,alive,0,NA
B8R5_collarS_4_2019_nursery,B8R5_collarS_4_2019,B8R5_collarS_4,nursery,2019,8,5,collar,4,46,20,2019,0,alive,alive,0,NA,0,NA,NA,NA,alive,0,NA
B8R5_collarS_4_2020_nursery,B8R5_collarS_4_2020,B8R5_collarS_4,nursery,2020,8,5,collar,4,106,29.9,2020,0,alive,alive,0,NA,0,NA,NA,NA,alive,0,NA
B8R5_collarS_5_2018_nursery,B8R5_collarS_5_2018,B8R5_collarS_5,nursery,2018,8,5,collar,5,49.5,12.4,2018,0,alive,alive,0,NA,0,NA,NA,NA,alive,0,NA
B8R5_collarS_5_2019_nursery,B8R5_collarS_5_2019,B8R5_collarS_5,nursery,2019,8,5,collar,5,61,21.3,2019,0,alive,alive,0,NA,0,NA,NA,NA,alive,0,NA
B8R5_collarS_5_2020_nursery,B8R5_collarS_5_2020,B8R5_collarS_5,nursery,2020,8,5,collar,5,95,35.8,2020,0,alive,alive,0,NA,0,NA,NA,NA,alive,0,NA
B8R5_collarS_6_2018_nursery,B8R5_collarS_6_2018,B8R5_collarS_6,nursery,2018,8,5,collar,6,52,8.7,2018,0,alive,alive,0,NA,0,NA,NA,NA,alive,0,NA
B8R5_collarS_6_2019_nursery,B8R5_collarS_6_2019,B8R5_collarS_6,nursery,2019,8,5,collar,6,61,14.6,2019,0,alive,alive,0,NA,0,NA,NA,NA,alive,0,NA
B8R5_collarS_6_2020_nursery,B8R5_collarS_6_2020,B8R5_collarS_6,nursery,2020,8,5,collar,6,95,21.7,2020,0,alive,alive,0,NA,0,NA,NA,NA,alive,0,NA
B8R5_collarS_7_2018_nursery,B8R5_collarS_7_2018,B8R5_collarS_7,nursery,2018,8,5,collar,7,57.5,11.7,2018,0,alive,alive,0,NA,0,NA,NA,NA,alive,0,NA
B8R5_collarS_7_2019_nursery,B8R5_collarS_7_2019,B8R5_collarS_7,nursery,2019,8,5,collar,7,65,17.5,2019,0,alive,alive,0,NA,0,NA,NA,NA,alive,0,NA
B8R5_collarS_7_2020_nursery,B8R5_collarS_7_2020,B8R5_collarS_7,nursery,2020,8,5,collar,7,86,27.9,2020,0,alive,alive,0,NA,0,NA,NA,NA,alive,0,NA
B8R5_collarS_8_2018_nursery,B8R5_collarS_8_2018,B8R5_collarS_8,nursery,2018,8,5,collar,8,NA,NA,2018,2018,other,dead,1,NA,0,NA,NA,NA,dead,2018,NA
B8R5_collarS_9_2018_nursery,B8R5_collarS_9_2018,B8R5_collarS_9,nursery,2018,8,5,collar,9,54,7.8,2018,0,alive,alive,0,NA,0,NA,NA,NA,alive,0,NA
B8R5_collarS_9_2019_nursery,B8R5_collarS_9_2019,B8R5_collarS_9,nursery,2019,8,5,collar,9,63,14,2019,0,alive,alive,0,NA,0,NA,NA,NA,alive,0,NA
B8R5_collarS_9_2020_nursery,B8R5_collarS_9_2020,B8R5_collarS_9,nursery,2020,8,5,collar,9,96,20.4,2020,0,alive,alive,0,NA,0,NA,NA,NA,alive,0,NA
B8R6_glueS_1_2018_nursery,B8R6_glueS_1_2018,B8R6_glueS_1,nursery,2018,8,6,glue,1,55,12.4,2018,0,alive,alive,0,NA,0,NA,NA,NA,alive,0,NA
B8R6_glueS_1_2019_nursery,B8R6_glueS_1_2019,B8R6_glueS_1,nursery,2019,8,6,glue,1,59,22.9,2019,0,alive,alive,0,NA,0,NA,NA,NA,alive,0,NA
B8R6_glueS_1_2020_nursery,B8R6_glueS_1_2020,B8R6_glueS_1,nursery,2020,8,6,glue,1,100,33.7,2020,0,alive,alive,0,NA,0,NA,NA,NA,alive,0,NA
B8R6_glueS_10_2018_nursery,B8R6_glueS_10_2018,B8R6_glueS_10,nursery,2018,8,6,glue,10,52,15.7,2018,0,alive,alive,0,NA,0,NA,NA,NA,alive,0,NA
B8R6_glueS_10_2019_nursery,B8R6_glueS_10_2019,B8R6_glueS_10,nursery,2019,8,6,glue,10,58,24,2019,0,alive,alive,0,NA,0,NA,NA,NA,alive,0,NA
B8R6_glueS_10_2020_nursery,B8R6_glueS_10_2020,B8R6_glueS_10,nursery,2020,8,6,glue,10,103,37.1,2020,0,alive,alive,0,NA,0,NA,NA,NA,alive,0,NA
B8R6_glueS_2_2018_nursery,B8R6_glueS_2_2018,B8R6_glueS_2,nursery,2018,8,6,glue,2,58,12,2018,0,alive,alive,0,NA,0,NA,NA,NA,alive,0,NA
B8R6_glueS_2_2019_nursery,B8R6_glueS_2_2019,B8R6_glueS_2,nursery,2019,8,6,glue,2,66,21.9,2019,0,alive,alive,0,NA,0,NA,NA,NA,alive,0,NA
B8R6_glueS_2_2020_nursery,B8R6_glueS_2_2020,B8R6_glueS_2,nursery,2020,8,6,glue,2,92,32.1,2020,0,alive,alive,0,NA,0,NA,NA,NA,alive,0,NA
B8R6_glueS_3_2018_nursery,B8R6_glueS_3_2018,B8R6_glueS_3,nursery,2018,8,6,glue,3,51,10.3,2018,0,alive,alive,0,NA,0,NA,NA,NA,alive,0,NA
B8R6_glueS_3_2019_nursery,B8R6_glueS_3_2019,B8R6_glueS_3,nursery,2019,8,6,glue,3,57,20.9,2019,0,alive,alive,0,NA,0,NA,NA,NA,alive,0,NA
B8R6_glueS_3_2020_nursery,B8R6_glueS_3_2020,B8R6_glueS_3,nursery,2020,8,6,glue,3,98,33.2,2020,0,alive,alive,0,NA,0,NA,NA,NA,alive,0,NA
B8R6_glueS_4_2018_nursery,B8R6_glueS_4_2018,B8R6_glueS_4,nursery,2018,8,6,glue,4,51,9.4,2018,0,alive,alive,0,NA,0,NA,NA,NA,alive,0,NA
B8R6_glueS_4_2019_nursery,B8R6_glueS_4_2019,B8R6_glueS_4,nursery,2019,8,6,glue,4,56,18.9,2019,0,alive,alive,0,NA,0,NA,NA,NA,alive,0,NA
B8R6_glueS_4_2020_nursery,B8R6_glueS_4_2020,B8R6_glueS_4,nursery,2020,8,6,glue,4,80,29.4,2020,0,alive,alive,0,NA,0,NA,NA,NA,alive,0,NA
B8R6_glueS_5_2018_nursery,B8R6_glueS_5_2018,B8R6_glueS_5,nursery,2018,8,6,glue,5,46,9.2,2018,0,alive,alive,0,NA,0,NA,NA,NA,alive,0,NA
B8R6_glueS_5_2019_nursery,B8R6_glueS_5_2019,B8R6_glueS_5,nursery,2019,8,6,glue,5,60,19.8,2019,0,alive,alive,0,NA,0,NA,NA,NA,alive,0,NA
B8R6_glueS_5_2020_nursery,B8R6_glueS_5_2020,B8R6_glueS_5,nursery,2020,8,6,glue,5,100,31.2,2020,0,alive,alive,0,NA,0,NA,NA,NA,alive,0,NA
B8R6_glueS_6_2018_nursery,B8R6_glueS_6_2018,B8R6_glueS_6,nursery,2018,8,6,glue,6,62,14,2018,0,alive,alive,0,NA,0,NA,NA,NA,alive,0,NA
B8R6_glueS_6_2019_nursery,B8R6_glueS_6_2019,B8R6_glueS_6,nursery,2019,8,6,glue,6,72,22.9,2019,0,alive,alive,0,NA,0,NA,NA,NA,alive,0,NA
B8R6_glueS_6_2020_nursery,B8R6_glueS_6_2020,B8R6_glueS_6,nursery,2020,8,6,glue,6,102,35.3,2020,0,alive,alive,0,NA,0,NA,NA,NA,alive,0,NA
B8R6_glueS_7_2018_nursery,B8R6_glueS_7_2018,B8R6_glueS_7,nursery,2018,8,6,glue,7,57,12.2,2018,0,alive,alive,0,NA,0,NA,NA,NA,alive,0,NA
B8R6_glueS_7_2019_nursery,B8R6_glueS_7_2019,B8R6_glueS_7,nursery,2019,8,6,glue,7,61,20.7,2019,0,alive,alive,0,NA,0,NA,NA,NA,alive,0,NA
B8R6_glueS_7_2020_nursery,B8R6_glueS_7_2020,B8R6_glueS_7,nursery,2020,8,6,glue,7,105,33.2,2020,0,alive,alive,0,NA,0,NA,NA,NA,alive,0,NA
B8R6_glueS_8_2018_nursery,B8R6_glueS_8_2018,B8R6_glueS_8,nursery,2018,8,6,glue,8,46,11.1,2018,0,alive,alive,0,NA,0,NA,NA,NA,alive,0,NA
B8R6_glueS_8_2019_nursery,B8R6_glueS_8_2019,B8R6_glueS_8,nursery,2019,8,6,glue,8,50,19.6,2019,0,alive,alive,0,NA,0,NA,NA,NA,alive,0,NA
B8R6_glueS_8_2020_nursery,B8R6_glueS_8_2020,B8R6_glueS_8,nursery,2020,8,6,glue,8,76,26.4,2020,0,alive,alive,0,NA,0,NA,NA,NA,alive,0,NA
B8R6_glueS_9_2018_nursery,B8R6_glueS_9_2018,B8R6_glueS_9,nursery,2018,8,6,glue,9,51,11,2018,0,alive,alive,0,NA,0,NA,NA,NA,alive,0,NA
B8R6_glueS_9_2019_nursery,B8R6_glueS_9_2019,B8R6_glueS_9,nursery,2019,8,6,glue,9,59,19,2019,0,alive,alive,0,NA,0,NA,NA,NA,alive,0,NA
B8R6_glueS_9_2020_nursery,B8R6_glueS_9_2020,B8R6_glueS_9,nursery,2020,8,6,glue,9,89,25.3,2020,0,alive,alive,0,NA,0,NA,NA,NA,alive,0,NA
B9R1_glueS_1_2018_nursery,B9R1_glueS_1_2018,B9R1_glueS_1,nursery,2018,9,1,glue,1,48,8.9,2018,0,alive,alive,0,NA,0,NA,NA,NA,alive,0,NA
B9R1_glueS_1_2019_nursery,B9R1_glueS_1_2019,B9R1_glueS_1,nursery,2019,9,1,glue,1,53,14.7,2019,0,alive,alive,0,NA,0,NA,NA,NA,alive,0,NA
B9R1_glueS_1_2020_nursery,B9R1_glueS_1_2020,B9R1_glueS_1,nursery,2020,9,1,glue,1,32,15.1,2020,0,alive,alive,0,NA,0,NA,NA,NA,alive,0,NA
B9R1_glueS_10_2018_nursery,B9R1_glueS_10_2018,B9R1_glueS_10,nursery,2018,9,1,glue,10,55,10.4,2018,0,alive,alive,0,NA,0,NA,NA,NA,alive,0,NA
B9R1_glueS_10_2019_nursery,B9R1_glueS_10_2019,B9R1_glueS_10,nursery,2019,9,1,glue,10,58,15.3,2019,0,alive,alive,0,NA,0,NA,NA,NA,alive,0,NA
B9R1_glueS_10_2020_nursery,B9R1_glueS_10_2020,B9R1_glueS_10,nursery,2020,9,1,glue,10,64,22.5,2020,0,alive,alive,0,NA,0,NA,NA,NA,alive,0,NA
B9R1_glueS_2_2018_nursery,B9R1_glueS_2_2018,B9R1_glueS_2,nursery,2018,9,1,glue,2,47,6.4,2018,0,alive,alive,0,NA,0,NA,NA,NA,alive,0,NA
B9R1_glueS_2_2019_nursery,B9R1_glueS_2_2019,B9R1_glueS_2,nursery,2019,9,1,glue,2,56,12,2019,0,alive,alive,0,NA,0,NA,NA,NA,alive,0,NA
B9R1_glueS_2_2020_nursery,B9R1_glueS_2_2020,B9R1_glueS_2,nursery,2020,9,1,glue,2,62,16.1,2020,0,alive,alive,0,NA,0,NA,NA,NA,alive,0,NA
B9R1_glueS_3_2018_nursery,B9R1_glueS_3_2018,B9R1_glueS_3,nursery,2018,9,1,glue,3,62,8.7,2018,0,alive,alive,0,NA,0,NA,NA,NA,alive,0,NA
B9R1_glueS_3_2019_nursery,B9R1_glueS_3_2019,B9R1_glueS_3,nursery,2019,9,1,glue,3,64,14.2,2019,0,alive,alive,0,NA,0,NA,NA,NA,alive,0,NA
B9R1_glueS_3_2020_nursery,B9R1_glueS_3_2020,B9R1_glueS_3,nursery,2020,9,1,glue,3,72,16.5,2020,0,alive,alive,0,NA,0,NA,NA,NA,alive,0,NA
B9R1_glueS_4_2018_nursery,B9R1_glueS_4_2018,B9R1_glueS_4,nursery,2018,9,1,glue,4,51,9.6,2018,0,alive,alive,0,NA,0,NA,NA,NA,alive,0,NA
B9R1_glueS_4_2019_nursery,B9R1_glueS_4_2019,B9R1_glueS_4,nursery,2019,9,1,glue,4,53,13.2,2019,0,alive,alive,0,NA,0,NA,NA,NA,alive,0,NA
B9R1_glueS_4_2020_nursery,B9R1_glueS_4_2020,B9R1_glueS_4,nursery,2020,9,1,glue,4,64,18.6,2020,0,alive,alive,0,NA,0,NA,NA,NA,alive,0,NA
B9R1_glueS_5_2018_nursery,B9R1_glueS_5_2018,B9R1_glueS_5,nursery,2018,9,1,glue,5,63,12.1,2018,0,alive,alive,0,NA,0,NA,NA,NA,alive,0,NA
B9R1_glueS_5_2019_nursery,B9R1_glueS_5_2019,B9R1_glueS_5,nursery,2019,9,1,glue,5,65,16.1,2019,0,alive,alive,0,NA,0,NA,NA,NA,alive,0,NA
B9R1_glueS_5_2020_nursery,B9R1_glueS_5_2020,B9R1_glueS_5,nursery,2020,9,1,glue,5,79,22.5,2020,0,alive,alive,0,NA,0,NA,NA,NA,alive,0,NA
B9R1_glueS_6_2018_nursery,B9R1_glueS_6_2018,B9R1_glueS_6,nursery,2018,9,1,glue,6,46,9.1,2018,0,alive,alive,0,NA,0,NA,NA,NA,alive,0,NA
B9R1_glueS_6_2019_nursery,B9R1_glueS_6_2019,B9R1_glueS_6,nursery,2019,9,1,glue,6,58,16.6,2019,0,alive,alive,0,NA,0,NA,NA,NA,alive,0,NA
B9R1_glueS_6_2020_nursery,B9R1_glueS_6_2020,B9R1_glueS_6,nursery,2020,9,1,glue,6,53,16.7,2020,0,alive,alive,0,NA,0,NA,NA,NA,alive,0,NA
B9R1_glueS_7_2018_nursery,B9R1_glueS_7_2018,B9R1_glueS_7,nursery,2018,9,1,glue,7,55,9.1,2018,0,alive,alive,0,NA,0,NA,NA,NA,alive,0,NA
B9R1_glueS_7_2019_nursery,B9R1_glueS_7_2019,B9R1_glueS_7,nursery,2019,9,1,glue,7,59,16.7,2019,0,alive,alive,0,NA,0,NA,NA,NA,alive,0,NA
B9R1_glueS_7_2020_nursery,B9R1_glueS_7_2020,B9R1_glueS_7,nursery,2020,9,1,glue,7,63,21.3,2020,0,alive,alive,0,NA,0,NA,NA,NA,alive,0,NA
B9R1_glueS_8_2018_nursery,B9R1_glueS_8_2018,B9R1_glueS_8,nursery,2018,9,1,glue,8,34,8.3,2018,0,alive,alive,0,NA,0,NA,NA,NA,alive,0,NA
B9R1_glueS_8_2019_nursery,B9R1_glueS_8_2019,B9R1_glueS_8,nursery,2019,9,1,glue,8,NA,NA,2019,2019,human,dead,1,NA,0,NA,NA,NA,dead,2019,NA
B9R1_glueS_9_2018_nursery,B9R1_glueS_9_2018,B9R1_glueS_9,nursery,2018,9,1,glue,9,65,10.8,2018,0,alive,alive,0,NA,0,NA,NA,NA,alive,0,NA
B9R1_glueS_9_2019_nursery,B9R1_glueS_9_2019,B9R1_glueS_9,nursery,2019,9,1,glue,9,69,16.6,2019,0,alive,alive,0,NA,0,NA,NA,NA,alive,0,NA
B9R1_glueS_9_2020_nursery,B9R1_glueS_9_2020,B9R1_glueS_9,nursery,2020,9,1,glue,9,73,22.5,2020,0,alive,alive,0,NA,0,NA,NA,NA,alive,0,NA
B9R2_wax FS_1_2018_nursery,B9R2_wax FS_1_2018,B9R2_wax FS_1,nursery,2018,9,2,wax F,1,46.5,6.2,2018,0,alive,alive,0,0,0,NA,NA,NA,alive,0,1
B9R2_wax FS_1_2019_nursery,B9R2_wax FS_1_2019,B9R2_wax FS_1,nursery,2019,9,2,wax F,1,NA,NA,2019,2019,other,dead,1,NA,0,NA,NA,NA,dead,2019,NA
B9R2_wax FS_10_2018_nursery,B9R2_wax FS_10_2018,B9R2_wax FS_10,nursery,2018,9,2,wax F,10,NA,NA,2018,2018,human,dead,1,NA,0,NA,NA,NA,dead,2018,NA
B9R2_wax FS_2_2018_nursery,B9R2_wax FS_2_2018,B9R2_wax FS_2,nursery,2018,9,2,wax F,2,39,7.5,2018,0,alive,alive,0,0,0,NA,NA,NA,alive,0,1
B9R2_wax FS_2_2019_nursery,B9R2_wax FS_2_2019,B9R2_wax FS_2,nursery,2019,9,2,wax F,2,43,10.9,2019,0,alive,alive,0,3,0,NA,NA,NA,alive,0,4
B9R2_wax FS_2_2020_nursery,B9R2_wax FS_2_2020,B9R2_wax FS_2,nursery,2020,9,2,wax F,2,67,13.3,2020,0,alive,alive,0,4,0,NA,NA,NA,alive,0,5
B9R2_wax FS_3_2018_nursery,B9R2_wax FS_3_2018,B9R2_wax FS_3,nursery,2018,9,2,wax F,3,43,6.5,2018,0,alive,alive,0,0,0,NA,NA,NA,alive,0,1
B9R2_wax FS_3_2019_nursery,B9R2_wax FS_3_2019,B9R2_wax FS_3,nursery,2019,9,2,wax F,3,48,10.7,2019,0,alive,alive,0,2,0,NA,NA,NA,alive,0,3
B9R2_wax FS_3_2020_nursery,B9R2_wax FS_3_2020,B9R2_wax FS_3,nursery,2020,9,2,wax F,3,61,14.5,2020,0,alive,alive,0,2,0,NA,NA,NA,alive,0,3
B9R2_wax FS_4_2018_nursery,B9R2_wax FS_4_2018,B9R2_wax FS_4,nursery,2018,9,2,wax F,4,36.5,6.8,2018,0,alive,alive,0,0,0,NA,NA,NA,alive,0,1
B9R2_wax FS_4_2019_nursery,B9R2_wax FS_4_2019,B9R2_wax FS_4,nursery,2019,9,2,wax F,4,48,14.2,2019,0,alive,alive,0,3,0,NA,NA,NA,alive,0,4
B9R2_wax FS_4_2020_nursery,B9R2_wax FS_4_2020,B9R2_wax FS_4,nursery,2020,9,2,wax F,4,75,16.9,2020,0,alive,alive,0,3,0,NA,NA,NA,alive,0,4
B9R2_wax FS_5_2018_nursery,B9R2_wax FS_5_2018,B9R2_wax FS_5,nursery,2018,9,2,wax F,5,51,9.4,2018,0,alive,alive,0,0,0,NA,NA,NA,alive,0,1
B9R2_wax FS_5_2019_nursery,B9R2_wax FS_5_2019,B9R2_wax FS_5,nursery,2019,9,2,wax F,5,59,14.2,2019,0,alive,alive,0,2,0,NA,NA,NA,alive,0,3
B9R2_wax FS_5_2020_nursery,B9R2_wax FS_5_2020,B9R2_wax FS_5,nursery,2020,9,2,wax F,5,87,21.9,2020,0,alive,alive,0,3,0,NA,NA,NA,alive,0,4
B9R2_wax FS_6_2018_nursery,B9R2_wax FS_6_2018,B9R2_wax FS_6,nursery,2018,9,2,wax F,6,51,7.6,2018,0,alive,alive,0,0,0,NA,NA,NA,alive,0,1
B9R2_wax FS_6_2019_nursery,B9R2_wax FS_6_2019,B9R2_wax FS_6,nursery,2019,9,2,wax F,6,57,10.8,2019,0,alive,alive,0,2,0,NA,NA,NA,alive,0,3
B9R2_wax FS_6_2020_nursery,B9R2_wax FS_6_2020,B9R2_wax FS_6,nursery,2020,9,2,wax F,6,72,17.5,2020,0,alive,alive,0,2,0,NA,NA,NA,alive,0,3
B9R2_wax FS_7_2018_nursery,B9R2_wax FS_7_2018,B9R2_wax FS_7,nursery,2018,9,2,wax F,7,41,7.7,2018,0,alive,alive,0,0,0,NA,NA,NA,alive,0,1
B9R2_wax FS_7_2019_nursery,B9R2_wax FS_7_2019,B9R2_wax FS_7,nursery,2019,9,2,wax F,7,47,10.8,2019,0,alive,alive,0,3,0,NA,NA,NA,alive,0,4
B9R2_wax FS_7_2020_nursery,B9R2_wax FS_7_2020,B9R2_wax FS_7,nursery,2020,9,2,wax F,7,70,19.4,2020,0,alive,alive,0,4,0,NA,NA,NA,alive,0,5
B9R2_wax FS_8_2018_nursery,B9R2_wax FS_8_2018,B9R2_wax FS_8,nursery,2018,9,2,wax F,8,45,5,2018,0,alive,alive,0,0,0,NA,NA,NA,alive,0,1
B9R2_wax FS_8_2019_nursery,B9R2_wax FS_8_2019,B9R2_wax FS_8,nursery,2019,9,2,wax F,8,43,9.3,2019,0,alive,alive,0,3,0,NA,NA,NA,alive,0,4
B9R2_wax FS_8_2020_nursery,B9R2_wax FS_8_2020,B9R2_wax FS_8,nursery,2020,9,2,wax F,8,52,9.8,2020,0,alive,alive,0,3,0,NA,NA,NA,alive,0,4
B9R2_wax FS_9_2018_nursery,B9R2_wax FS_9_2018,B9R2_wax FS_9,nursery,2018,9,2,wax F,9,42.5,8.5,2018,0,alive,alive,0,0,0,NA,NA,NA,alive,0,1
B9R2_wax FS_9_2019_nursery,B9R2_wax FS_9_2019,B9R2_wax FS_9,nursery,2019,9,2,wax F,9,44,9,2019,0,alive,alive,0,2,0,NA,NA,NA,alive,0,3
B9R2_wax FS_9_2020_nursery,B9R2_wax FS_9_2020,B9R2_wax FS_9,nursery,2020,9,2,wax F,9,58,11.4,2020,0,alive,alive,0,4,0,NA,NA,NA,alive,0,5
B9R3_chemicalS_1_2018_nursery,B9R3_chemicalS_1_2018,B9R3_chemicalS_1,nursery,2018,9,3,chemical,1,45,6,2018,0,alive,alive,0,NA,0,NA,NA,NA,alive,0,NA
B9R3_chemicalS_1_2019_nursery,B9R3_chemicalS_1_2019,B9R3_chemicalS_1,nursery,2019,9,3,chemical,1,48.5,8,2019,0,alive,alive,0,NA,0,NA,NA,NA,alive,0,NA
B9R3_chemicalS_1_2020_nursery,B9R3_chemicalS_1_2020,B9R3_chemicalS_1,nursery,2020,9,3,chemical,1,61,14.4,2020,0,alive,alive,0,NA,0,NA,NA,NA,alive,0,NA
B9R3_chemicalS_10_2018_nursery,B9R3_chemicalS_10_2018,B9R3_chemicalS_10,nursery,2018,9,3,chemical,10,56,7.2,2018,0,alive,alive,0,NA,0,NA,NA,NA,alive,0,NA
B9R3_chemicalS_10_2019_nursery,B9R3_chemicalS_10_2019,B9R3_chemicalS_10,nursery,2019,9,3,chemical,10,60,9.9,2019,0,alive,alive,0,NA,0,NA,NA,NA,alive,0,NA
B9R3_chemicalS_10_2020_nursery,B9R3_chemicalS_10_2020,B9R3_chemicalS_10,nursery,2020,9,3,chemical,10,69,13.4,2020,0,alive,alive,0,NA,0,NA,NA,NA,alive,0,NA
